processed_text,label,original_text
bout give im last nite sorry think ur wasnt,0,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx
"
mate neva try,0,"Try neva mate!!
"
best case much pretty yeah,0,"Yeah that'd pretty much be the best case scenario
"
free haf parent pick today,0,"I not free today i haf 2 pick my parents up tonite...
"
babe call cool da day far hey im mo sleeping,0,"""HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X""
"
send,0,"Should i send you naughty pix? :)
"
attempt call caller claim contact final guaranteed prize winner,1,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE
"
club day eve fast fri new night pm sale sat theyre ticket till week xmas year,1,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!
"
get getting hour leave like long th,0,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?
"
every night,0,"Prepare to be pounded every night...
"
actually full later ltgt mobile msg need online send sent wil work,0,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.
"
call ill later sorry,0,"Sorry, I'll call later
"
evening good,0,"Good evening! How are you?
"
call home im please,0,"I'm at home. Please call
"
co dad dunno eat got lunch sch si today wat went,0,"Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
"
across fuck good kiss love morning sea wake word,0,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*
"
day happen within,0,"We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
"
dear happen silent,0,"What happen dear. Why you silent. I am tensed
"
come get guy ill time unless want,0,"I'll get there at 3, unless you guys want me to come some time sooner
"
nothing,0,"If you are not coughing then its nothing
"
come lar pas,0,"Ü come lt 25 n pass to me lar
"
im person sm who,0,"I'm e person who's doing e sms survey...
"
get ill lol ok send slow tomorrow try youll,0,"Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
"
meet monday thank,0,"Thank You meet you monday
"
back good ill man mate msg th wk,0,"SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!
"
cancel day film get ltd per phone pic rock rply stop xxx yr,1,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel
"
anything best big dont gud life line miss nyt single ur,0,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...
"
feel get got later like ltgt though whatever,0,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like
"
apartment dad got late start talk wanted,0,"Dad wanted to talk about the apartment so I got a late start, omw now
"
love,0,"I love you both too :-)
"
feeling lol sick still,0,"Lol u still feeling sick?
"
jus tell,0,"Din i tell u jus now 420
"
eye,0,"am up to my eyes in philosophy
"
call charge cost get min month network next pobox ur,1,"From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more
"
im lei lor ok town,0,"Ok lor. I'm in town now lei.
"
asked go,0,"I had it already..sabarish asked me to go..
"
da going talk tv,0,"No da. . Vijay going to talk in jaya tv
"
call claim contact draw guaranteed land line po prize show today trying urgent,1,"URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
"
great hey know lol love someone,0,"Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
"
cost see text xxx,1,"Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
"
chance get hard search still try,0,"Still chance there. If you search hard you will get it..let have a try :)
"
auction bid good luck next round send,1,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck.
"
always family,0,"Do you always celebrate NY's with your family ?
"
delivery fact great hell know love ltgt question sister th wife,0,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-
"
chat home meet nice,0,"Its ok..come to my home it vl nice to meet and v can chat..
"
collect flight guaranteed hotel inc prize text valentine weekend,1,"Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
"
de sent,0,"Sent me de webadres for geting salary slip
"
fine shes,0,"She's fine. Sends her greetings
"
customer get mobile new nokia start tc txt word,1,"Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
"
touch,0,"But you dint in touch with me.
"
back leaving right soon yup,0,"Yup, leaving right now, be back soon
"
believe mind reply thing true txts wont,1,"You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
"
ill leave min sure yeah,0,"Yeah sure I'll leave in a min
"
car one teach,0,"And do you have any one that can teach me how to ship cars.
"
actually big bslvyl evening nice saying small start thing,0,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL
"
staying weekend yeah,0,"Yeah confirmed for you staying at  that weekend
"
account dat dun email haf juz like said send smth,0,"They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..  
"
like number place point,0,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.
"
great hope lovely message morning night see smile wake,0,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning
"
ard lor,0,"Ard 4 lor...
"
comin hows project right,0,"You are right. Meanwhile how's project twins comin up
"
money oh sent yesterday,0,"I sent your maga that money yesterday oh.
"
customer get hi mobile new nokia offer,1,"Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
"
amp dream empty eye frnds good heart life love mind night sweet touch without,0,"Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
"
back end hear hot live msg per reply stop text,1,"I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
"
around many night time,0,"Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
"
free give otherwise,0,"If you were/are free i can give. Otherwise nalla adi entey nattil kittum
"
buy get go ive sent tell text wife,0,"I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
"
going minute watch,0,"I am in escape theatre now. . Going to watch KAVALAN in a few minutes
"
cost much would,0,"How much would it cost to hire a hitman
"
anything lor,0,"I anything lor...
"
call ill later sorry,0,"Sorry, I'll call later
"
call camcorder colour free minute mobile new nokia phone reply text tomorrow want,1,"Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
"
cant empty go house huh right ur,0,"Huh but i cant go 2 ur house empty handed right?
"
good happy morning new princess year,0,"Good morning princess! Happy New Year!
"
call code congratulation draw prize winner youre youve,1,"Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
"
aight head well,0,"Aight, we'll head out in a few
"
busy wat wif work,0,"Then wat r u doing now? Busy wif work?
"
know mood today,0,"I know you mood off today
"
already jay told,0,"Jay told me already, will do
"
energy,0,"Cps is causing the outages to conserve energy.
"
area around checking im sure,0,"I'm not sure, I was just checking out what was happening around the area
"
ask come hey morning pa,0,"Hey morning what you come to ask:-) pa...
"
got last nite,0,"Jordan got voted out last nite!
"
fine got mean shes,0,"That means you got an A in epi, she.s fine. She.s here now.
"
idea,0,"I have no idea where you are
"
cant come pls quick,0,"Pls come quick cant bare this.
"
an answer father hav john joy ltgt question th try,0,"Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
"
call deep let meet,0,"Call me. I m unable to cal. Lets meet bhaskar, and deep
"
ill meet,0,"No. I.ll meet you in the library
"
also another extra friend ill know may plan roommate sure tell want,0,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure
"
also dunno hair look lor parent pretty say wat,0,"Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
"
ok,0,"Ok c ü then.
"
anything enjoy watching,0,"I enjoy watching and playing football and basketball. Anything outdoors. And you?
"
ask bb bold ltgt new please plus price something used want,0,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb
"
msg sent sorry studying trying yup,0,"Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
"
check da hey,0,"Hey check it da. I have listed da.
"
charity child mob moon need poly polys song tell tone txt ur,1,"8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity 
"
drug get ltgt meant night,0,"I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
"
